f,0,1
f,0,1
f,0.000596007,1
f,0.00089401,1
f,0.00109268,1
f,0.00109268,1
f,0.00109268,1
f,0.00109268,1
f,0.00139068,1
f,0.00139068,1
f,0.00178802,1
f,0.00208602,1
f,0.00248336,1
f,0.0025827,1
f,0.0025827,1
f,0.0025827,1
f,0.0025827,1
f,0.0028807,1
f,0.0031787,1
f,0.00327804,1
f,0.00337737,1
f,0.00347671,1
f,0.00387404,1
f,0.00387404,1
f,0.00387404,1
f,0.00387404,1
f,0.00417205,1
f,0.00417205,1
f,0.00476805,1
f,0.00486739,1
f,0.00566206,1
f,0.00615874,1
f,0.00615874,1
f,0.00625807,1
f,0.00625807,1
f,0.00635741,1
f,0.00665541,1
f,0.00665541,1
f,0.00685408,1
f,0.00695341,1
f,0.00715208,1
f,0.00715208,1
f,0.00715208,1
f,0.00715208,1
f,0.00715208,1
f,0.00715208,1
f,0.00725142,1
f,0.00745008,1
f,0.00774809,1
f,0.00794676,1
f,0.00804609,1
f,0.00804609,1
f,0.00903944,1
f,0.00953611,1
f,0.00953611,1
f,0.00953611,1
f,0.00963544,1
f,0.00983411,1
f,0.00983411,1
f,0.0102314,1
f,0.0108275,1
f,0.0108275,1
f,0.0110261,1
f,0.0110261,1
f,0.0115228,1
f,0.0116221,1
f,0.0116221,1
f,0.0117215,1
f,0.0117215,1
f,0.0117215,1
f,0.0119201,1
f,0.0120195,1
f,0.0122181,1
f,0.0123175,1
f,0.0124168,1
f,0.0126155,1
f,0.0128141,1
f,0.0132115,1
f,0.0133108,1
f,0.0133108,1
f,0.0138075,1
f,0.0142048,1
f,0.0143042,1
f,0.0145028,1
f,0.0146022,1
f,0.0148008,1
f,0.0148008,1
f,0.0149002,1
f,0.0149995,1
f,0.0158935,1
f,0.0158935,1
f,0.0158935,1
f,0.0159928,1
f,0.0162909,1
f,0.0162909,1
f,0.0167875,1
f,0.0167875,1
f,0.0168869,1
f,0.0170855,1
f,0.0177809,1
f,0.0178802,1
f,0.0178802,1
f,0.0190722,1
f,0.0197676,1
f,0.0204629,1
f,0.0205622,1
f,0.0205622,1
f,0.0205622,1
f,0.0205622,1
f,0.0213569,1
f,0.0213569,1
f,0.0219529,1
f,0.0220522,1
f,0.0221516,1
f,0.0224496,1
f,0.0225489,1
f,0.0227476,1
f,0.0233436,1
f,0.0234429,1
f,0.0235423,1
f,0.0237409,1
f,0.0238403,1
f,0.0238403,1
f,0.0242376,1
f,0.0243369,1
f,0.0243369,1
f,0.0244363,1
f,0.0245356,1
f,0.0246349,1
f,0.0246349,1
f,0.0246349,1
f,0.0246349,1
f,0.0249329,2
f,0.0249329,1
f,0.0249329,1
f,0.0249329,1
f,0.0250323,1
f,0.0250323,1
f,0.0250323,1
f,0.0253303,1
f,0.025529,1
f,0.025529,1
f,0.025529,1
f,0.025529,1
f,0.025529,1
f,0.0257276,1
f,0.025827,1
f,0.025827,1
f,0.026125,1
f,0.0262243,1
f,0.0268203,1
f,0.027019,1
f,0.0280123,1
f,0.0280123,1
f,0.0280123,1
f,0.0280123,1
f,0.0280123,1
f,0.0280123,1
f,0.0280123,1
f,0.0295023,1
f,0.0296017,1
f,0.0298003,1
f,0.0303963,1
f,0.0306943,1
f,0.0307937,1
f,0.0307937,1
f,0.0307937,1
f,0.0307937,1
f,0.030893,1
f,0.0309924,1
f,0.0309924,1
f,0.031191,1
f,0.0318864,1
f,0.032085,1
f,0.032085,1
f,0.0321844,1
f,0.032383,1
f,0.0324824,2
f,0.0325817,1
f,0.0328797,1
f,0.032979,1
f,0.0331777,1
f,0.033277,1
f,0.0337737,1
f,0.0345684,1
f,0.0345684,1
f,0.0351644,1
f,0.0351644,1
f,0.0351644,1
f,0.0355617,1
f,0.0360584,1
f,0.0360584,1
f,0.0360584,1
f,0.0362571,1
f,0.0362571,1
f,0.0368531,1
f,0.0370518,1
f,0.0371511,1
f,0.0372504,1
f,0.0377471,1
f,0.0384424,1
f,0.0389391,1
f,0.0394358,1
f,0.0395351,1
f,0.0396344,1
f,0.0400318,1
f,0.0401311,1
f,0.0402305,1
f,0.0402305,2
f,0.0405285,1
f,0.0407271,2
f,0.0407271,1
f,0.0414225,1
f,0.0415218,1
f,0.0419191,1
f,0.0426145,1
f,0.0430118,1
f,0.0432105,1
f,0.0432105,1
f,0.0436078,1
f,0.0437072,1
f,0.0441045,1
f,0.0441045,1
f,0.0443032,1
f,0.0450978,1
f,0.0454952,1
f,0.0454952,1
f,0.0457932,1
f,0.0458925,1
f,0.0458925,1
f,0.0461905,1
f,0.0461905,1
f,0.0461905,1
f,0.0461905,1
f,0.0462899,1
f,0.0463892,1
f,0.0464885,1
f,0.0473825,1
f,0.0474819,1
f,0.0478792,1
f,0.0479785,1
f,0.0479785,1
f,0.0479785,1
f,0.0483759,1
f,0.0484752,1
f,0.0484752,1
f,0.0488726,1
f,0.0491706,1
f,0.0495679,1
f,0.0496672,1
f,0.0497666,1
f,0.0498659,1
f,0.0501639,1
f,0.0514552,1
f,0.0519519,1
f,0.0521506,1
f,0.0522499,1
f,0.0526473,1
f,0.0526473,1
f,0.0526473,1
f,0.0526473,1
f,0.0526473,1
f,0.0526473,2
f,0.0527466,1
f,0.0528459,1
f,0.0532433,1
f,0.0533426,1
f,0.0537399,1
f,0.0538393,1
f,0.0539386,2
f,0.0541373,1
f,0.0541373,1
f,0.0544353,1
f,0.0544353,1
f,0.0547333,1
f,0.0548326,1
f,0.0548326,1
f,0.0548326,1
f,0.054932,1
f,0.0553293,2
f,0.0556273,1
f,0.0557266,1
f,0.056422,1
f,0.056422,1
f,0.0572166,1
f,0.0574153,1
f,0.0574153,1
f,0.0580113,1
f,0.05821,1
f,0.05821,1
f,0.0584087,1
f,0.0584087,1
f,0.059104,1
f,0.0592033,1
f,0.0596007,1
f,0.0597,1
f,0.0597993,1
f,0.0597993,1
f,0.0597993,1
f,0.0597993,1
f,0.0597993,1
f,0.0598987,2
f,0.0600973,1
f,0.060892,1
f,0.060892,1
f,0.060892,1
f,0.061488,1
f,0.0618854,1
f,0.062382,1
f,0.0624814,1
f,0.06268,1
f,0.0630774,1
f,0.0632761,1
f,0.0635741,1
f,0.0641701,1
f,0.0642694,1
f,0.0643687,1
f,0.0643687,1
f,0.0645674,1
f,0.0647661,1
f,0.0648654,1
f,0.0650641,1
f,0.0650641,1
f,0.0651634,1
f,0.0651634,1
f,0.0664548,1
f,0.0669514,1
f,0.0669514,1
f,0.0670508,1
f,0.0672494,1
f,0.0672494,1
f,0.0677461,1
f,0.0677461,1
f,0.0677461,1
f,0.0679448,1
f,0.0681434,1
f,0.0686401,1
f,0.0686401,1
f,0.0686401,1
f,0.0687394,1
f,0.0687394,1
f,0.0687394,1
f,0.0692361,1
f,0.0695341,1
f,0.0699315,1
f,0.0699315,1
f,0.0700308,2
f,0.0700308,1
f,0.0702295,1
f,0.0703288,1
f,0.0703288,1
f,0.0704281,1
f,0.0707261,1
f,0.0710241,1
f,0.0710241,1
f,0.0711235,1
f,0.0713221,1
f,0.0716201,1
f,0.0719181,1
f,0.0727128,1
f,0.0729115,1
f,0.0732095,1
f,0.0736068,1
f,0.0736068,1
f,0.0737062,1
f,0.0738055,1
f,0.0744015,1
f,0.0745008,1
f,0.0746002,1
f,0.0747988,1
f,0.0747988,1
f,0.0747988,1
f,0.0749975,1
f,0.0751962,1
f,0.0760902,1
f,0.0760902,1
f,0.0760902,1
f,0.0760902,1
f,0.0761895,1
f,0.0761895,1
f,0.0762889,1
f,0.0762889,1
f,0.0763882,1
f,0.0763882,1
f,0.0764875,1
f,0.0764875,1
f,0.0768849,1
f,0.0768849,1
f,0.0769842,1
f,0.0770835,1
f,0.0773815,1
f,0.0773815,1
f,0.0776795,1
f,0.0778782,1
f,0.0780769,1
f,0.0781762,1
f,0.0784742,2
f,0.0785736,1
f,0.0793682,1
f,0.0793682,1
f,0.0795669,1
f,0.0795669,1
f,0.0795669,1
f,0.0796662,1
f,0.0799642,1
f,0.0799642,1
f,0.0799642,1
f,0.0799642,2
f,0.0799642,1
f,0.0799642,1
f,0.0802622,1
f,0.0804609,1
f,0.0812556,2
f,0.0818516,1
f,0.0819509,1
f,0.0820503,1
f,0.0822489,1
f,0.0822489,1
f,0.0824476,1
f,0.0827456,1
f,0.0828449,1
f,0.0829443,1
f,0.0834409,1
f,0.0837389,1
f,0.0838383,2
f,0.0848316,1
f,0.0848316,1
f,0.0850303,1
f,0.0851296,2
f,0.0853283,1
f,0.0856263,2
f,0.0856263,1
f,0.085825,1
f,0.085825,1
f,0.0859243,1
f,0.0866196,1
f,0.0866196,1
f,0.0872157,1
f,0.0872157,1
f,0.087315,1
f,0.0875137,1
f,0.0877123,1
f,0.087911,1
f,0.0880103,1
f,0.0880103,1
f,0.0880103,1
f,0.0881097,2
f,0.0884077,1
f,0.088507,1
f,0.088507,1
f,0.0886063,1
f,0.0887057,1
f,0.088805,1
f,0.0889043,1
f,0.089103,1
f,0.0898977,1
f,0.091189,1
f,0.0912884,1
f,0.0913877,1
f,0.0919837,1
f,0.0922817,1
f,0.0922817,1
f,0.0926791,1
f,0.0927784,1
f,0.0929771,1
f,0.0935731,1
f,0.0940697,1
f,0.0941691,1
f,0.0941691,1
f,0.0942684,1
f,0.0942684,1
f,0.0942684,1
f,0.0942684,1
f,0.0945664,1
f,0.0945664,1
f,0.0945664,1
f,0.0945664,1
f,0.0949637,1
f,0.0950631,1
f,0.0951624,1
f,0.0953611,1
f,0.0953611,2
f,0.0960564,1
f,0.0964538,1
f,0.0965531,1
f,0.0965531,1
f,0.0966524,1
f,0.0966524,2
f,0.0967518,1
f,0.0970498,1
f,0.0970498,1
f,0.0970498,1
f,0.0970498,1
f,0.0972484,1
f,0.0973478,1
f,0.0975464,1
f,0.0978444,1
f,0.0983411,1
f,0.0984404,1
f,0.0985398,1
f,0.0987385,1
f,0.0993345,1
f,0.0993345,1
f,0.0997318,2
f,0.0997318,1
f,0.100129,1
f,0.100626,1
f,0.100626,1
f,0.100626,1
f,0.101023,1
f,0.101023,2
f,0.101122,1
f,0.101122,1
f,0.101619,1
f,0.101619,1
f,0.101917,1
f,0.101917,1
f,0.101917,1
f,0.102314,1
f,0.102612,1
f,0.103109,1
f,0.103308,1
f,0.103606,1
f,0.103705,1
f,0.103904,1
f,0.104401,1
f,0.104699,1
f,0.104798,1
f,0.104798,1
f,0.104798,1
f,0.105096,1
f,0.105593,1
f,0.105791,1
f,0.105891,1
f,0.106089,1
f,0.106586,1
f,0.107083,1
f,0.107281,1
f,0.10748,1
f,0.10748,1
f,0.107679,1
f,0.107977,1
f,0.108871,1
f,0.108871,1
f,0.10897,1
f,0.109169,1
f,0.109169,1
f,0.109268,1
f,0.109765,1
f,0.109765,1
f,0.110361,1
f,0.110559,1
f,0.110957,1
f,0.110957,1
f,0.110957,1
f,0.111354,1
f,0.111553,1
f,0.111553,2
f,0.111751,2
f,0.112049,1
f,0.112049,1
f,0.112049,1
f,0.112347,1
f,0.113043,1
f,0.113341,1
f,0.113341,1
f,0.113341,1
f,0.113539,1
f,0.113639,1
f,0.113738,1
f,0.113837,1
f,0.113937,1
f,0.113937,1
f,0.11493,1
f,0.115228,1
f,0.115824,1
f,0.116023,1
f,0.116221,1
f,0.116321,2
f,0.116321,1
f,0.116619,1
f,0.116718,1
f,0.117115,1
f,0.117314,1
f,0.117513,1
f,0.117513,1
f,0.117513,1
f,0.117612,1
f,0.117612,1
f,0.117612,1
f,0.117612,1
f,0.117711,2
f,0.118009,1
f,0.118605,1
f,0.118605,1
f,0.118705,1
f,0.118705,1
f,0.119102,1
f,0.119301,1
f,0.119301,1
f,0.119499,1
f,0.120195,2
f,0.120592,1
f,0.120989,1
f,0.121089,1
f,0.121387,1
f,0.121387,1
f,0.121486,1
f,0.121486,1
f,0.121585,2
f,0.121983,1
f,0.121983,2
f,0.121883,1
f,0.122082,1
f,0.122082,1
f,0.122082,1
f,0.122181,1
f,0.122281,1
f,0.122281,1
f,0.122579,1
f,0.122678,2
f,0.123075,1
f,0.123274,1
f,0.123671,1
f,0.123771,1
f,0.124168,1
f,0.124267,1
f,0.124466,2
f,0.124665,1
f,0.125161,1
f,0.125261,1
f,0.125658,1
f,0.126055,2
f,0.126055,1
f,0.126055,1
f,0.126453,1
f,0.126751,1
f,0.126751,1
f,0.126949,1
f,0.127446,1
f,0.127446,2
f,0.128141,1
f,0.128141,1
f,0.128241,1
f,0.128439,1
f,0.128439,1
f,0.128539,1
f,0.128837,1
f,0.128837,2
f,0.129035,1
f,0.129035,1
f,0.129135,1
f,0.129731,1
f,0.130525,1
f,0.130625,1
f,0.130625,1
f,0.130724,1
f,0.130823,1
f,0.130823,1
f,0.131121,2
f,0.13132,1
f,0.131519,1
f,0.132015,1
f,0.132612,1
f,0.132612,1
f,0.132711,1
f,0.132711,1
f,0.132711,1
f,0.132711,2
f,0.13291,1
f,0.133208,2
f,0.133108,1
f,0.133208,1
f,0.133208,1
f,0.133208,1
f,0.133307,1
f,0.133307,1
f,0.133307,1
f,0.133307,1
f,0.133704,1
f,0.133704,1
f,0.133704,1
f,0.133704,3
f,0.133704,1
f,0.133704,1
f,0.133804,1
f,0.133903,1
f,0.134002,1
f,0.134102,1
f,0.1344,1
f,0.134896,1
f,0.134996,2
f,0.134996,1
f,0.135492,1
f,0.135492,1
f,0.135592,1
f,0.136088,1
f,0.136188,1
f,0.136287,1
f,0.136386,1
f,0.136486,2
f,0.136585,1
f,0.136585,1
f,0.136585,1
f,0.136883,1
f,0.136883,1
f,0.137082,1
f,0.13738,1
f,0.137578,1
f,0.137777,1
f,0.137876,3
f,0.137976,1
f,0.138373,1
f,0.138373,1
f,0.138373,1
f,0.13877,1
f,0.139168,1
f,0.139664,1
f,0.140062,1
f,0.140658,1
f,0.140757,1
f,0.142048,1
f,0.142843,1
f,0.14324,1
f,0.143439,1
f,0.143439,5
